url,user,user_url,content,time,react_num,collect_num,timestamp
https://www.douban.com/group/topic/249979294/,Σαπφώκορίτσι,https://www.douban.com/people/Gra1989/,【大家好，原组长已经跑路，并把组长转让给了第一个回她消息的我。道不同不相为谋，相信留下的朋友们都是认同女权和粉红税之间的关联的。既然原组长已经自行转让并退组，我们就可以不用再把时间花在跟她争吵上了，而是尽快进行小组建设，恢复原来的生态~】虽然她把组长暂时转让给了我，但以投票的方式选出新组长更有公信力，相信也更能长久地把小组维持下去。我会在这个楼里对报名组长的帖子和投票数统计，截止时间为10月18日22：00。（按原定三天进行，也可以提议修改）报名帖投票数超过50票的视为新组长候选人，加入到汇总楼中Siluckia 364票 “今晚，我们要夺回我们的夜晚”——竞选新组长 (douban.com) Miaaaaaaaa 251票 🥳radfem女性同盟组！留本组or申新组？ (douban.com) 亦可 424票 当选新组长！粉红税敛聚了女性本就不多的财富，怎么可能和女权分离 (douban.com) Flirtingdeath 201票 媎妹们来报名新组长啦！！ （lz已举爪🙋‍♀️ 口号：女权、民主、大家好才是真的好 (douban.com) 已注销 164票 发帖支持未来组内女权主义走向 (已补充关于粉红税、女权观点) (douban.com) 俏俏的琉璃 183票 来投票选新组长 (douban.com)  (●￣(ｴ)￣●) 156票 🥰当然要有女性意识的女人当组长 (douban.com)  废元言久 68票举爪 (douban.com)  狸花豆瓣分花 341票组长必须是女权 (douban.com)  吹雪梨满枝  111票 无负担生存，性别税终止【竞选新组长】 (douban.com),2021-10-16 10:48:58,86,2,2022-05-22 22:27:06
https://www.douban.com/group/topic/258155059/,Miaaaaaaaa,https://www.douban.com/people/157497953/,,2022-01-17 23:42:51,23,1,2022-05-22 22:27:08
https://www.douban.com/group/topic/267316386/,Civita,https://www.douban.com/people/218482369/,在各种影视剧甚至在现实中，女性被剃头是一种侵害人格尊严的行为。比如《西西里的美丽传说》女主因为被认为是红颜祸水，最终被男男女女剃头；《V字仇杀队》女主入狱被剃头；现实中有俄菌攻占德国本土，🇩🇪女性被剃发。为什么这被认为是侮辱行为呢？首先男权将“女性长发就是美”的观念植入每个人的心中，然后再用这种方式来羞辱女性，本质上还是在美的方面做枷锁。好比一个女性被猥亵了，她就“不洁”了一样。但是我们很多媎妹抛弃了长发，开始剃了寸头，也是一种抛弃了根深蒂固的审美偏见。男性被剃头，看上去没有女性的反应这么激烈，因为他们早就习惯了短发甚至寸头这种便利的发型，也没有被灌输“男人长发才好看”的观念。但是有人疑惑了，这不就是自愿和被动的区别吗？你也不能否认男性给女性惩罚性的剪发是出于恶意的呀？我承认这是一种恶意。但是接下来是个脑洞：一个来自全女社会的齐下巴短发女性，她们的世界女性普遍短发甚至光头，她来到了♂全社会，因为犯了某种错误，被一群男性抓着剃光头，但是她没有感到被侮辱，就是觉得莫名其妙。——很抱歉我的理解错误！我觉得对于来自全女的她来说，侮辱不在于剃发本身，而是男性的强制和恶意。,2022-05-22 17:53:08,7,,2022-05-22 22:27:10
https://www.douban.com/group/topic/267266984/,葫芦崽崽卖葫芦,https://www.douban.com/people/229402410/,我知道该去背单词学英语，或是努力锻炼强身健体。可是这些都停了很久了，不想出去工作，也不想去学习，每天浑浑噩噩地刷刷大眼蓝鸟，看着其她媎妹们充实又健全的人生，吸收了很多观点，懂得了很多道理，可是自己好像还是原地踏步，什么都没有改变。或者说是有了一些改变，但这些改变并不能立马改变我的现有状况，如剪了头发，不再服任何美役等。或许媎妹们有经历过这种情况吗？该怎么改变呢。,2022-05-21 21:39:24,6,4,2022-05-22 22:27:11
https://www.douban.com/group/topic/267246232/,lifegame,https://www.douban.com/people/187370037/,不知道那个词违禁了，发个图吧,2022-05-21 15:53:35,8,1,2022-05-22 22:27:13
https://www.douban.com/group/topic/267228959/,hide,https://www.douban.com/people/136196548/,我大为震撼，炼铜癖会不会觉得，最难调教的已经被小孩家长调教好了？？,2022-05-21 10:44:22,7,1,2022-05-22 22:27:14
https://www.douban.com/group/topic/266917397/,鳄梨,https://www.douban.com/people/150734617/,逛象组有感，一堆自由人叫嚣穿衣自由，化妆自由，我可太无语了，你自己为什么穿吊带自己不清楚吗？单纯为了热穿吊带谁管你了啊，我相信农田里干活满头大汗的女性穿吊带没人会批判吧。https://www.douban.com/group/topic/266815462/?_i=52687457d0ee757&dt_dapp=1,2022-05-16 16:35:14,24,6,2022-05-22 22:27:16
https://www.douban.com/group/topic/267133729/,樱桃,https://www.douban.com/people/230891120/,rt，去年买了两件男款短裤，但是材质明显都不是纯棉，闷热不透气，凑合穿了，今年想重新买两条，但感觉网上实在不好挑，想问问大家怎么挑的，或者有没有推荐啊，感觉如果纯运动短裤的话，好像材质是涤纶吧，还是挺好买的，但是想买一些纯棉的款就不太好挑了，商家把材质都藏着掖着，便宜买回来不放心怕要换，贵的又觉得没必要，真的是抠破脑阔,2022-05-19 21:14:31,3,,2022-05-22 22:27:18
https://www.douban.com/group/topic/265574562/,老瓜（社会毒瘤,https://www.douban.com/people/199233743/,好像也没有备用组--------------------------------------------------------------------抱歉删掉了几条评论，为求平安，,2022-04-26 19:54:40,6,2,2022-05-22 22:27:19
https://www.douban.com/group/topic/267235217/,🐟🐟🐟🐟,https://www.douban.com/people/182541169/,刷到了原帖https://www.douban.com/group/topic/264467879/?_i=5310675266a9e2f这么离谱的东西居然在小red书上火得不行然后刷到了这条回复谢谢最赞媎妹给的灵感但是对比女性的那张还是过于精简宽松了已经准备去某扑传播这张图了谢谢最赞媎妹给的灵感,2022-05-21 12:37:41,10,,2022-05-22 22:27:21
https://www.douban.com/group/topic/259253138/,susbdg,https://www.douban.com/people/shwns/,,2022-02-04 18:32:57,20,17,2022-05-22 22:27:23
https://www.douban.com/group/topic/250316197/,亦可,https://www.douban.com/people/Y807674767/,举报格式如下：原帖链接被举报人的id链接举报截图举报理由,2021-10-19 20:02:39,1,,2022-05-22 22:27:28
https://www.douban.com/group/topic/267164213/,Siluckia,https://www.douban.com/people/3501784/,实属惭愧，这个问题我还没想明白因为工作原因，不方便展示纹身和耳饰，但就是想尝试一下,2022-05-20 11:16:07,,1,2022-05-22 22:27:29
https://www.douban.com/group/topic/265221485/,今天真开心,https://www.douban.com/people/202287599/,林毛毛语录 github.io此篇极其精彩导航栏里还有很多有用的链接大女人都爱看☝🏽,2022-04-21 23:38:44,25,45,2022-05-22 22:27:31
https://www.douban.com/group/topic/266554648/,Artemis,https://www.douban.com/people/158403471/,如题，谢谢 之前好像有看到，但是没有收藏,2022-05-11 10:46:21,1,1,2022-05-22 22:27:33
https://www.douban.com/group/topic/266926993/,未注销,https://www.douban.com/people/214887865/,rt，我搜索“内裤宽松女”时，🍑页面出现的大部分还是贴身平角内裤or裆部无设计的所谓“防走光”的安全裤。于是把女改成男，然后认识到了一种叫“阿罗裤”的裤衩，据说可以直接当内裤穿，其中有部分是平裆设计，个人判断女士可穿。接着我又不死心的试了好几次“女”的词条，试图找出真正宽松的款式，然而完全没用，出现的“妈妈”款也大部分都是在我看来用料有些劣质的“纯棉”，清洁不方便，容易发硬等等。（个人判断，可能存在错误，但个人体感年长女性个人的消费定级在商家眼中很低）接下来就是重点了，我灵机一动，添加了词条男童，然后发现也有那种平裆的宽松短裤衩，感觉女生穿也没问题。女童的宽松平角内裤比男童少了不少，但还是有占有一定比例，且没有恶心的蝴蝶结等设计，一般和男童不做区别，且最大可以支持到165cm体型的姐妹，用料方面也更精细。,2022-05-16 19:16:18,16,,2022-05-22 22:27:34
https://www.douban.com/group/topic/267247574/,无关风月,https://www.douban.com/people/224622235/,挑个行李箱，然后看到好多人推荐地平线八号，去看了看，同样尺寸粉色比黑色贵100,2022-05-21 16:17:13,4,,2022-05-22 22:27:35
https://www.douban.com/group/topic/266983391/,是你姥姥,https://www.douban.com/people/256076944/,https://www.douban.com/group/topic/266978188/?,2022-05-17 16:38:28,20,2,2022-05-22 22:27:36
https://www.douban.com/group/topic/264378653/,黑夹白夹黑熊猫,https://www.douban.com/people/226132954/,毁了不卖但是捐掉了，衣柜里没有一条裙子😎,2022-04-10 22:37:02,87,8,2022-05-22 22:27:38
https://www.douban.com/group/topic/266282046/,小懒喵吖嘻,https://www.douban.com/people/Eve_zx/,跟房产中介打过交道的都知道，中介只会把小公寓这个产品向女性群体推销，而公寓本身的定位也是地产商拿地后最无奈的选择，房地产界流传一句话“恨哪个人就劝那个人买公寓”。公寓通风几乎没有好的，无论定位多高端！公寓隔音不行，材质都是地产商边角料选择！公寓的系列化安全隐患经不得细查！公寓一旦付了定金，再发现有其他问题要求退根本不可能了！住了公寓，你的左邻右舍很大概率会有一天变成烘焙小铺、美甲店、洗衣坊、美容美发等等。。疫情常态化后，遇见封控，即使有物业也不可能优先解决公寓物资问题的~你们去留意下，中介向女性推销公寓时的话术来来回回就是“不占买房名额”、“女生梦想中的一套房”、“公寓就适合女生住”、“有条件婚前买个公寓住以后租出去多好”、“几十万入手整租出去特别香”等等他们根本不会向男性咨询的客户提到“公寓”两个字，一是男性客户很容易反感发火，二是大概率男客户转身就走人要求换个中介沟通了谁都知道人不到万不得已不会不买住宅买公寓，可是是什么宣传误导女生一定要买个公寓呢？？公寓既不是买房行为，也不是投资行为（偏经营性质），适合的是一些公司买单包下来给员工当宿舍过渡住一下，个体商租下来办公、开民宿、工作室、体验店等等，地产商每年几场活动也是针对中大型企业为主、个体商为辅展开的，向企业/个体商推荐公寓，整层或者整栋买/租下来，但是现在这样的企业/个体商客户也越来越少了，最后压力下放给中介，To C，C端客户分析一下女人最容易被骗，ok，精装修小公寓出炉，市场营销上哇！,2022-05-07 11:11:22,30,15,2022-05-22 22:27:39
https://www.douban.com/group/topic/244610095/,云朵（逸mo中）,https://www.douban.com/people/81619434/,👉重复：喜欢穿胸罩就保留意见 有人启有人蒙 杠精和没看主楼就嘴的 没有任何依据为杠而杠 看到即拉黑举报对于穿不穿也不能有二元对立思维的 禁止无差别扫射 有则改之无则加勉👈没想到女性也能从穿不穿里 内部划分两个阵营 说的就是你 杠精👇姐妹都来做自己 学习！https://www.douban.com/group/topic/244177145/一、科学医学角度看https://www.douban.com/group/topic/243222547/请大家看一下这个帖子 关于胸罩是不是粉红税没有定论 但从医学的角度 还是对原本的形态有损伤吧 毕竟没有人体哪里还需要这么束缚 如果不认同的话也可以 没有关系的二、人文社会角度看推荐这篇论文 系统介绍了内衣的来源 男性凝视的角度对古代女性束身衣 和现代女性消费对内衣行业的影响 女性内衣是当今最受追捧的行业之一全球学术快报 cnki.net有姐妹说论文付费 我放几张图内化于心外化于形就是说 从小没有思考力的时候就被穿上内衣 长大想摆脱掉却已经习惯穿内衣了 私以为和裹脚是一个逻辑 如果不认同就算了 摆脱内衣 就从习惯贴胸贴开始 反正我已经习惯不穿了 这是好习惯 无人能阻拦我 就是这样,2021-09-01 12:32:53,175,224,2022-05-22 22:27:42
https://www.douban.com/group/topic/266969777/,南瓜,https://www.douban.com/people/217662706/,上海男的，已经被头发逼疯 qq.com当长头发生长在男人头上，他们会极力剪掉。看看他们疯狂表述的长头发的痛苦，确实，很少见到女人对长发有这么大的反应，但是，都是人，都有头，长头发的女生真的如男人所说〖很难共情这种痛苦〗吗？第一性才是独立的人，女人习以为常并“自愿”忍受以至于感觉不到的痛苦，或者说被洗脑身为女人理应忍受的痛苦，在男人看来是难以忍受的、是毁灭人生的。多么敏感的第一性。我们要做第一性，我们要捡回这样的敏感，捡回女人在某些熏陶下已经丧失了的敏感。,2022-05-17 12:59:17,48,27,2022-05-22 22:27:46
https://www.douban.com/group/topic/267126052/,怎么急了呀🥺🤏,https://www.douban.com/people/234596987/,https://mp.weixin.qq.com/s/d0M1XcpyqBk9f5dVFFjj3g,2022-05-19 19:18:30,3,,2022-05-22 22:27:47
https://www.douban.com/group/topic/267117910/,橙子还是柚子,https://www.douban.com/people/196864162/,食堂有个窗口的饭挺好吃的，但它习惯给男生打多给女生打少——其实我也习惯自己说“多加点饭”，但亲眼看到这种事还是会觉得无语。回去和室友吐槽，说着说着，她来了一句“这个时候要求平等了”我一下子没反应过来，反问道：“那什么时候要求不平等呢？”她没回应这个问题，只是说这样（打饭）确实不好。我没再继续和她讨论打饭的事，可是这两天，这个对话时不时回响在脑海里……真的……很难不在意……,2022-05-19 16:55:34,2,1,2022-05-22 22:27:49
https://www.douban.com/group/topic/266279345/,👒（生活所迫版,https://www.douban.com/people/148416211/,说的太好了,2022-05-07 10:28:40,15,,2022-05-22 22:27:51
https://www.douban.com/group/topic/266866643/,小西瓜,https://www.douban.com/people/242434485/,之前穿的是耐克air系列和美津浓气垫系列，价格都挺贵的，但是也只是坚持了四百多公里的跑量就不行了，国产更不行，二百多跑量气垫就报废。有没有喜欢跑步的姐妹推荐点耐穿的跑鞋，最好有男大童或者男鞋小码（37码）那种，不想买女款鞋。,2022-05-15 20:29:02,1,2,2022-05-22 22:27:52
https://www.douban.com/group/topic/267083337/,三月,https://www.douban.com/people/254808739/,或许美貌资源本来就是稀缺资源，就不应该是被人人都能轻易拥有的东西。所以现在的人人追求美貌，不是，是女性在追求美貌，这个现状就颇有些前提难以成立的样子。所以宣传美貌提升是不是骗局，类似于一种庞氏骗局。首先美貌并不是人人都随意拥有的东西，的确有那么一部分人因为自身的美貌在社会上享受到很多优渥的待遇。于是产生了一些人想要追求像他们一样，但是基于自身的先天条件不够美，就必须靠后天的人为改变来争取变美，在这个过程中，医美，化妆，整容，等等，得到一个结果是变美了。变美之后确实会有所收获，这一点可以做肯定，但所带来的收获必定是有限的，并且是有天花板的，达到一定程度后便无法再前进了。这个时候这部分人就可能变成了链条的连接部分，他们会宣扬美貌有用论，呼吁洗脑更多的人加入变美的行当中。这之间有两种作用，第一种带来实质的敛财作用，比如当美妆博主，带货赚钱。第二种是思想精神上的植入作用，必须是人人都相信美貌有用论时才会去追求美貌，这个时候美貌才可以真正地完成在普通人类中的有用这一作用。以及这也算是思想接盘，如果后续的人不再去追求美貌了，那么前面那些为了变美而花费了大量时间精力的人就相当于浪费掉了那些时间精力和财力，并且已知单纯通过美貌获得的优势是有天花板的，到了一定程度之后很难再突破，而如果大家都不再追求美貌有用论时，他们的美貌带来的效用就会贬值，然后一跌再跌。所以必须有更多的后来人把这个美貌有用论的说法托起来，前面变美的人才可以继续站在食物链的上面的位置。所以这整体来看像不像一个骗局，庞氏骗局，必须要有后续的大量的人来接手接盘才可以持续运行的一个系统。这根本就是一个泡沫，但是伪装得特别好，已经几乎让大众相信只要变美就可以获得很多好东西，那些接受了这种美貌有用论的人便趋之若鹜，纷纷使用各种方法去变美，以及目前的现状来说，变美后确实会得到一些奖励。然而，这些都是短暂的，人类终究会衰老，一代又一代年轻貌美的下一代会取代上一代的位置，假如人生的大部分时间精力财力都放在变美上的话，就失去了深耕其他那些更有价值的技能塑造的机会和时间。美貌随时间带来的作用容易衰减，而技能、知识、工作能力等等才是随时间的积累而有越来越多的收获的东西。可是时间恒定，分给了变美，就无法再分给变强，这么一看，到底该选什么很清楚。,2022-05-19 01:06:55,28,6,2022-05-22 22:27:54
https://www.douban.com/group/topic/266349665/,春泉,https://www.douban.com/people/173524852/,b站“猫已巴 | 二维动画师”up主创作的动画。女性群像、女性有力量感、有女女情谊。,2022-05-08 11:12:03,22,3,2022-05-22 22:27:55
https://www.douban.com/group/topic/265663919/,科科,https://www.douban.com/people/L7788594/,今天刷到了关于王祖贤的一些视频，大部分标题都好像在说她情场失意落魄离开……Excuse me？？？突然发现这简直就是个大坑呀！满频的悲伤音乐，搞得明明她说的那些很中性的话语都显得凄凉了！这就是bgm的重要性吗？实际上我们仔细琢磨一下，真的不细思极恐吗？       王祖贤本人曾经所在的港圈，本身就是比较传统的，所以那时候的她憧憬结婚生子那太正常了。平等相爱也被曲解成了所谓的可怜被爱。后面看清🐛人本质后，果断选择放手。我感觉她本人拎得清，根本不会难过太久。所以这就是🧱内故意搞得氛围？！小时候屡次看到那些报道，也一直以为她是为情所伤。后面我才逐渐明白，定居在充满自🈶️气息的地方，和真正自爱的人们打交道，她是真正的醒了呀！不是因为任何人！她既是富婆，也没有黄脸婆的烦恼。孤单也谈不上！她会缺朋友吗？她还有家人陪着她。想去哪旅游去哪旅游，想吃啥就吃啥。我实在不觉得富婆本人到底有什么烦恼呀哈哈哈！明明是恭喜的程度啊！,2022-04-27 22:38:49,42,11,2022-05-22 22:27:57
